post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Display,attribute_data:Display,attribute:OS,attribute_data:OS,attribute:Processor,attribute_data:Processor,attribute:Rear Camera,attribute_data:Rear Camera,attribute:pa_color,attribute_data:pa_color
60W Solar battery,60w-solar-battery-backup-system-2,,11734,"60W Solar Power System
LED Chip: 3014 LED 18PCS 6000K
LED Chip: 5730 LED 36PCS 6000K
LED Floodlight:100W*1PCS
LED Bulb:5W*1PCS
Bluetooth Speaker:1PCS
DC Fan:5V 6inch*1PCS
Solar Panel: 6V 30W, Polycrystalline Battery Type: LiFePO4 3.2V 30AH
Charging time: 6-8 hours
Discharging time: 10-24 hours
LED: 160 lm/w
USB Output: 5V 2.5A 1pcs
Material: Aluminum Alloy+PVC+PC
Product Size: 210*77*102mm(System Host)
Warranty: 3 years","60W Solar Power System
LED Chip: 3014 LED 18PCS 6000K
LED Chip: 5730 LED 36PCS 6000K
LED Floodlight:100W*1PCS
LED Bulb:5W*1PCS
Bluetooth Speaker:1PCS
DC Fan:5V 6inch*1PCS
Solar Panel: 6V 30W, Polycrystalline Battery Type: LiFePO4 3.2V 30AH
Charging time: 6-8 hours
Discharging time: 10-24 hours
LED: 160 lm/w
USB Output: 5V 2.5A 1pcs
Material: Aluminum Alloy+PVC+PC
Product Size: 210*77*102mm(System Host)
Warranty: 3 years",Published,,0,2023-07-23 14:10:18,1,open,0285C60-11,,,no,no,,15000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/0285C60-11.png ! alt :  ! title : 0285C60-11 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/60w-solar-battery-backup-system-2/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
1000W Solar street light,1000w-solar-street-light-0292a1000-01,,11793,"<ul>
 	<li>1000W Solar LED Street Light</li>
 	<li>LED Lamp: 5730 LED 480PCS 6000K</li>
 	<li>Solar Panel: 6V 16W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 18AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 447*342*70mm</li>
 	<li>Install Height: 4-6m</li>
 	<li>Warranty: 2 years</li>
</ul>","&nbsp;
<ul>
 	<li>1000W Solar LED Street Light</li>
 	<li>LED Lamp: 5730 LED 480PCS 6000K</li>
 	<li>Solar Panel: 6V 16W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 18AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 447*342*70mm</li>
 	<li>Install Height: 4-6m</li>
 	<li>Warranty: 2 years</li>
</ul>",Published,,0,2023-07-23 16:00:42,1,open,0292A1000-01,,,no,no,,8000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/Generic-Solar-Street-Light.jpg ! alt :  ! title : Generic-Solar-Street-Light ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16233997938415.jpg ! alt :  ! title : 16233997938415 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16233997762843.jpg ! alt :  ! title : 16233997762843 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16233997548832.jpg ! alt :  ! title : 16233997548832 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16233997366876.jpg ! alt :  ! title : 16233997366876 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/1000w-solar-street-light-0292a1000-01/,3,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
100W Solar street light,100w-solar-street-light,,11800,"<ul>
 	<li>100W Solar LED Street Light</li>
 	<li>LED Lamp: 2835 LED 216PCS 6000K</li>
 	<li>Solar Panel: 6V 6.7W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 6AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 378*188*60mm</li>
 	<li>Install Height: 4-6m</li>
 	<li>Warranty: 2 years</li>
</ul>","<ul>
 	<li>100W Solar LED Street Light</li>
 	<li>LED Lamp: 2835 LED 216PCS 6000K</li>
 	<li>Solar Panel: 6V 6.7W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 6AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 378*188*60mm</li>
 	<li>Install Height: 4-6m</li>
 	<li>Warranty: 2 years</li>
</ul>",Published,,0,2023-07-23 16:03:03,1,open,0286B100-01,,,no,no,,4000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16237280798866.jpg ! alt :  ! title : 16237280798866 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/100w-solar-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
120W Solar street light,120w-solar-street-light-2,,11806,"<ul>
 	<li>120W Solar LED Street Light</li>
 	<li>LED Lamp: Bridgelux 5730 LED 216PCS 6000K-6500K</li>
 	<li>Solar Panel: 10V 22W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 6.4V 18AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 20-24 hours</li>
 	<li>Led: 160 lm/w Material: Aluminum</li>
 	<li>Lamp size: 701*220*118 mm</li>
 	<li>Install Height: 6-8m</li>
 	<li>Warranty: 3 years</li>
</ul>","<ul>
 	<li>120W Solar LED Street Light</li>
 	<li>LED Lamp: Bridgelux 5730 LED 216PCS 6000K-6500K</li>
 	<li>Solar Panel: 10V 22W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 6.4V 18AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 20-24 hours</li>
 	<li>Led: 160 lm/w Material: Aluminum</li>
 	<li>Lamp size: 701*220*118 mm</li>
 	<li>Install Height: 6-8m</li>
 	<li>Warranty: 3 years</li>
</ul>",Published,,0,2023-07-23 16:07:18,1,open,0856B120-01,,,no,no,,14000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/c97b231bea46ef17deabe36d5a0a6813.jpg ! alt :  ! title : c97b231bea46ef17deabe36d5a0a6813 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/120w-solar-street-light-2/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
1500W Solar street light,1500w-solar-street-light,,11809,"<ul>
 	<li>1500W Solar LED Street Light</li>
 	<li>LED Lamp: 5730 LED 640PCS 6000K</li>
 	<li>Solar Panel: 6V 25W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 24AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 597*342*70mm</li>
 	<li>Install Height: 5-7m</li>
 	<li>Warranty: 2 years</li>
</ul>","<ul>
 	<li>1500W Solar LED Street Light</li>
 	<li>LED Lamp: 5730 LED 640PCS 6000K</li>
 	<li>Solar Panel: 6V 25W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 24AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 597*342*70mm</li>
 	<li>Install Height: 5-7m</li>
 	<li>Warranty: 2 years</li>
</ul>",Published,,0,2023-07-23 16:10:10,1,open,0292B1500-01,,,no,no,,10000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16233993227546.jpg ! alt :  ! title : 16233993227546 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/1500w-solar-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
200W Solar street light,200w-solar-street-light-4,,11835,"<ul>
 	<li>200W Solar LED Street Light</li>
 	<li>LED Lamp: 2835 LED 432PCS 6000K</li>
 	<li>Solar Panel: 6V 11W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 12AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 586*188*60mm</li>
 	<li>Install Height: 6-8m</li>
 	<li>Warranty: 2 years</li>
</ul>","<ul>
 	<li>200W Solar LED Street Light</li>
 	<li>LED Lamp: 2835 LED 432PCS 6000K</li>
 	<li>Solar Panel: 6V 11W, Polycrystalline</li>
 	<li>Battery Type: LiFePO4 3.2V 12AH</li>
 	<li>Charging time: 6-8 hours</li>
 	<li>Discharging time: 12-15 hours</li>
 	<li>Led: 160 lm/w</li>
 	<li>Material: ABS</li>
 	<li>Product Size: 586*188*60mm</li>
 	<li>Install Height: 6-8m</li>
 	<li>Warranty: 2 years</li>
</ul>",Published,,0,2023-07-23 19:02:56,1,open,0286D200-01,,,no,no,,7000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/16237281057739.jpg ! alt :  ! title : 16237281057739 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/200w-solar-street-light-4/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
240W Solar street light,240w-solar-street-light,,11841,"240W Solar LED Street Light LED Lamp: Bridgelux 5730 LED 432PCS 6000K-6500K
Solar Panel: 10V 39W, Polycrystalline Battery Type: LiFePO4 6.4V 30AH
Charging time: 6-8 hours
Discharging time: 20-24 hours Led: 160 lm/w Material: Aluminum Lamp size: 901*220*118 mm
Install Height: 9-12m
Warranty: 3 years","240W Solar LED Street Light LED Lamp: Bridgelux 5730 LED 432PCS 6000K-6500K
Solar Panel: 10V 39W, Polycrystalline Battery Type: LiFePO4 6.4V 30AH
Charging time: 6-8 hours
Discharging time: 20-24 hours Led: 160 lm/w Material: Aluminum Lamp size: 901*220*118 mm
Install Height: 9-12m
Warranty: 3 years",Published,,0,2023-07-23 19:07:17,1,open,0856D240-01,,,no,no,,20000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/0856D240-01.jpg ! alt :  ! title : 0856D240-01 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/240w-solar-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
300W Solar street light,300w-solar-street-light-4,,11853,"300W Solar LED Street Light
LED Lamp: 2835 LED 648PCS 6000K
Solar Panel: 6V 14.5W, Polycrystalline
Battery Type: LiFePO4 3.2V 18AH
Charging time: 6-8 hours
Discharging time: 12-15 hours
Led: 160 lm/w
Material: ABS
Product Size: 790*188*60mm
Install Height: 8-10m
Warranty: 2 years","300W Solar LED Street Light
LED Lamp: 2835 LED 648PCS 6000K
Solar Panel: 6V 14.5W, Polycrystalline
Battery Type: LiFePO4 3.2V 18AH
Charging time: 6-8 hours
Discharging time: 12-15 hours
Led: 160 lm/w
Material: ABS
Product Size: 790*188*60mm
Install Height: 8-10m
Warranty: 2 years",Published,,0,2023-07-23 19:15:04,1,open,0286F300-01,,,no,no,,10000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/0286F300-01.jpg ! alt :  ! title : 0286F300-01 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/300w-solar-street-light-4/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
320W Solar street light,320w-solar-street-light,,11857,"320W Solar LED Street Light
LED Lamp: 3030 LED 160PCS 6000K
Solar Panel: 10V 80W, Polycrystalline
Battery Type: LiFePO4 6.4V 48AH
Charging time: 6-8 hours
Discharging time: 20-24 hours
Control Way: Timer Control + Microwave Motion Sensor
Led: 160 lm/w
Material: Aluminum
Product Size: 1308*320*123mm
Install Height: 6-8m
Warranty: 3 years","320W Solar LED Street Light
LED Lamp: 3030 LED 160PCS 6000K
Solar Panel: 10V 80W, Polycrystalline
Battery Type: LiFePO4 6.4V 48AH
Charging time: 6-8 hours
Discharging time: 20-24 hours
Control Way: Timer Control + Microwave Motion Sensor
Led: 160 lm/w
Material: Aluminum
Product Size: 1308*320*123mm
Install Height: 6-8m
Warranty: 3 years",Published,,0,2023-07-23 19:17:41,1,open,0217E320-02-6000,,,no,no,,35000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/0217E320-02-6000.jpg ! alt :  ! title : 0217E320-02-6000 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/320w-solar-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
90W Solar street light,90w-solar-street-light,,11863,"90W Solar LED Street Light LED Lamp: 90W LED 3000K-6000K
Solar Panel: 6V 11.5W, Polycrystalline Battery Type: LiFePO4 32650 3.2V 24AH
Charging time: 6-8 hours
Discharging time: 30-36 hours Lumen: 100 lm/w Material: ABS Lamp Size: 645*250*65 mm
Install Height: 5-8m
Warranty: 3 years","90W Solar LED Street Light LED Lamp: 90W LED 3000K-6000K
Solar Panel: 6V 11.5W, Polycrystalline Battery Type: LiFePO4 32650 3.2V 24AH
Charging time: 6-8 hours
Discharging time: 30-36 hours Lumen: 100 lm/w Material: ABS Lamp Size: 645*250*65 mm
Install Height: 5-8m
Warranty: 3 years",Published,,0,2023-07-23 19:39:51,1,open,0845C90-01,,,no,no,,9000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2023/07/solart.jpg ! alt :  ! title : solart ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/90w-solar-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
Solar Split Type Street Light,solar-split-type-street-light,,11867,"<ul>
 	<li>
<h4>Easy to install</h4>
</li>
 	<li>
<h4>Lithium battery</h4>
</li>
 	<li>
<h4>Water proof</h4>
</li>
 	<li>
<h4>Aluminum Housing</h4>
</li>
 	<li>
<h4>High brightness</h4>
</li>
</ul>","<ul>
 	<li>
<h4>Easy to install</h4>
</li>
 	<li>
<h4>Lithium battery</h4>
</li>
 	<li>
<h4>Water proof</h4>
</li>
 	<li>
<h4>Aluminum Housing</h4>
</li>
 	<li>
<h4>High brightness</h4>
</li>
</ul>",Published,,0,2023-07-23 19:44:09,1,open,,,,no,no,,9000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/30526f1ffab47109b74f6ad62381fc99933707e4.jpeg ! alt :  ! title : 30526f1ffab47109b74f6ad62381fc99933707e4 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/8174529_img-20200418-104948_1125x1500-768x1024-1.jpg ! alt :  ! title : 8174529_img-20200418-104948_1125x1500-768x1024 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/solar-split-type-street-light/,0,,,,,,,,,,,,,,simple,,Solar Street Lights,,,,,,,,,,,,,
Solar Panel 585W,panel-285w-285-watts,,12113,"<h2>Trunsun Panel 285w</h2>
285 WATTS","<h2>Trunsun Panel 285w</h2>
285 WATTS",Published,,0,2023-07-24 15:37:35,1,open,,,,no,no,,14500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/trunsun-solar-285w.jpg ! alt :  ! title : trunsun-solar 285w ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/panel-285w-285-watts/,0,,,,,,,,,,,,,,simple,,Solar Panels,solar panels|solar power|solar system,,,,,,,,,,,,
Solarpex Panel 120W monocrystaline Watts,solarpex-panel-120w-120-watts,,12116,"<h2>Solinc Solar Panel 120w</h2>
120 WATTS","<h2>Solinc Solar Panel 120w</h2>
120 WATTS",Published,,0,2023-07-24 15:38:28,1,open,,,,no,no,,7000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/solarinc-solar-120w.jpg ! alt :  ! title : solarinc-solar-120w ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/solarpex-panel-120w-120-watts/,0,,,,,,,,,,,,,,simple,,Solar Panels,solar|solar panels|solar systems,,,,,,,,,,,,
Powermate 300W Solar Panel All Weather German Technology,powermate-300watts-solar-panel-all-weather-300w-solar-panel-german-technology,,12235,"<ul>
 	<li>300 Watts Solar Panel</li>
 	<li>All weather solar panel</li>
 	<li>Mono crystalline</li>
 	<li>25 Years Warranty</li>
 	<li>Long life expectant</li>
</ul>","This Monocrystalline solar panel is perfect for permanent outdoor use to provide free electricity to charge a solar battery that can power hundreds of devices and electrical appliances.

The long-lasting monocrystalline solar cells and the tough, sealed, aluminum frame will give you years and years of consistent, free power. Waterproof design ensures the panel can be used in all weather conditions.

The panel comes with special solar cable which can work at high roof temperatures and has minimum power losses. The pair of male / female PV connectors are crimped on the end of the cable for easy connection to other solar panels, extension leads or your existing system",Published,,0,2023-07-24 19:30:57,1,open,,,,no,no,,15000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-8.jpg ! alt : Powermate 300Watts Solar Panel All Weather German Technology ! title : 1 (8)Powermate 300Watts Solar Panel All Weather German Technology ! desc : 300 Watts Solar Panel
All weather solar panel
Mono crystalline
25 Years Warranty
Long life expectant ! caption : Powermate 300Watts Solar Panel All Weather German Technology | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-11.jpg ! alt :  ! title : 1 (11) ! desc :  ! caption : ",,https://powertoolsplugke.co.ke/product/powermate-300watts-solar-panel-all-weather-300w-solar-panel-german-technology/,0,,,,,,,,,,,,,,simple,,Solar Panels,,,,,,,,,,,,,
Solarmax Solar Panel 100W 18V,solarmax-solar-panel-100w-18v,,12265,"100 w panel efficient in:lightstv 24,22,17compatible battery 33amps,50 amps
<ul>
 	<li>Use: Inverter Charging</li>
 	<li>Durability: High</li>
 	<li>Cell Efficiency: High</li>
 	<li>Installation: Use Expert</li>
 	<li>Solar panels trap the free energy of the sun for your use.</li>
 	<li>It can be integrated into your existing installation of Inverter and Batteries</li>
</ul>","100 w panel efficient in:lightstv 24,22,17compatible battery 33amps,50 amps
<ul>
 	<li>Use: Inverter Charging</li>
 	<li>Durability: High</li>
 	<li>Cell Efficiency: High</li>
 	<li>Installation: Use Expert</li>
 	<li>Solar panels trap the free energy of the sun for your use.</li>
 	<li>It can be integrated into your existing installation of Inverter and Batteries</li>
</ul>",Published,,0,2023-07-25 10:59:51,1,open,,,,no,no,,5500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-19.jpg ! alt :  ! title : 1 (19) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/solarmax-solar-panel-100w-18v/,0,,,,,,,,,,,,,,simple,,Solar Panels,solar|solar panels|solar power|solar systems|solarmax,,,,,,,,,,,,
"Honda 2"" (inch)Petrol Water Pump",honda-2-inchpetrol-water-pump,,12268,"<ul>
 	<li>2"" inlet and outlet</li>
 	<li>Long-lasting impeller</li>
 	<li>Delivers up to 550 liters per minute</li>
 	<li>Maximum head lift of 28 meters</li>
 	<li>Easy to start and maintain</li>
</ul>","<ul>
 	<li>2"" inlet and outlet</li>
 	<li>Long-lasting impeller</li>
 	<li>Delivers up to 550 liters per minute</li>
 	<li>Maximum head lift of 28 meters</li>
 	<li>Easy to start and maintain</li>
</ul>",Published,,0,2023-07-25 11:08:46,1,open,,,,no,no,,25000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-20.jpg ! alt :  ! title : 1 (20) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/honda-2-inchpetrol-water-pump/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
128 Eggs Electricity Ac/dc Auto Incubator,generic-128-eggs-capacity-electricity-acdc-auto-incubator,,12271,"<ul>
 	<li>Automatic egg turning(every 2 hours)</li>
 	<li>Digital temperature control.</li>
 	<li> LED display temperature/humidity/hatching days/egg turning time.</li>
 	<li> Temperature alarm/humidity alarm(when going out of set range)</li>
 	<li>The latest updated model, more accurate and stable.</li>
 	<li> Easy to clean, simple to use with instructions included.</li>
 	<li>Excellent quality, CE standard/approved</li>
 	<li> Suitable for incubating all poultry: Chickens, ducks, gooses, Turkey, quail etc.</li>
 	<li>NB: Solar system /battery not included.</li>
 	<li><em><strong>Effectiveness off the operation of the machine will be ascertain after hatching period is over (21-25 days).</strong></em></li>
 	<li><em><strong>For any assitance or clarification before writting a review feel frre to contact us 24/7</strong></em></li>
 	<li data-hveid=""CAgQAA""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Hatchery</strong></span></li>
 	<li data-hveid=""CAgQAQ""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Hatcher</strong></span></li>
 	<li data-hveid=""CAgQAg""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Brooder</strong></span></li>
 	<li data-hveid=""CAgQAw""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Incubation</strong></span></li>
 	<li data-hveid=""CAgQBA""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Breeding machine</strong></span></li>
 	<li data-hveid=""CAgQBQ""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Egg equipment</strong></span></li>
 	<li></li>
</ul>","<ul>
 	<li>Automatic egg turning(every 2 hours)</li>
 	<li>Digital temperature control.</li>
 	<li> LED display temperature/humidity/hatching days/egg turning time.</li>
 	<li> Temperature alarm/humidity alarm(when going out of set range)</li>
 	<li>The latest updated model, more accurate and stable.</li>
 	<li> Easy to clean, simple to use with instructions included.</li>
 	<li>Excellent quality, CE standard/approved</li>
 	<li> Suitable for incubating all poultry: Chickens, ducks, gooses, Turkey, quail etc.</li>
 	<li>NB: Solar system /battery not included.</li>
 	<li><em><strong>Effectiveness off the operation of the machine will be ascertain after hatching period is over (21-25 days).</strong></em></li>
 	<li><em><strong>For any assitance or clarification before writting a review feel frre to contact us 24/7</strong></em></li>
</ul>",Published,,0,2023-07-25 12:17:54,1,open,,,,no,no,,17999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2023/07/Asset-150.png ! alt :  ! title : Asset-150 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/generic-128-eggs-capacity-electricity-acdc-auto-incubator/,2,,,,,,,,,,,,,,simple,,Agricultural Equipment,,,,,,,,,,,,,
Dca Router Machine Dca - Wood Router 900W,dca-router-machine-dca-wood-router-900w,,12274,"<ul>
 	<li>Brand Name : DCA</li>
 	<li>Cutting Diameter : Max: 12.7 mm</li>
 	<li>Input Power : 900 W</li>
 	<li>Item Weight : 6 Kg</li>
 	<li>Model Text : M1R-FF-12</li>
 	<li>No Load Speed : 23000 r/min</li>
 	<li>Box come with one pair carbon brush, gauge, 2spanners, collet</li>
</ul>","<ul>
 	<li>Brand Name : DCA</li>
 	<li>Cutting Diameter : Max: 12.7 mm</li>
 	<li>Input Power : 900 W</li>
 	<li>Item Weight : 6 Kg</li>
 	<li>Model Text : M1R-FF-12</li>
 	<li>No Load Speed : 23000 r/min</li>
 	<li>Box come with one pair carbon brush, gauge, 2spanners, collet</li>
</ul>",Published,,0,2023-07-25 14:19:39,1,open,,,,no,no,,10000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-23.jpg ! alt :  ! title : 1 (23) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/dca-router-machine-dca-wood-router-900w/,0,,,,,,,,,,,,,,simple,,Hardware Tools,,,,,,,,,,,,,
9inch Angle Grinder 230mm 2100W,makita-accessories-9inch-angle-grinder-230mm-2100w-angle-grinder-230mm-2100w,,12277,"<ul>
 	<li>Outstanding durability with Anti-restart function.</li>
 	<li>Increased heat resistance.</li>
 	<li>Superior anti-dust structure.</li>
 	<li>Machined bevel gear for strength.</li>
 	<li>Gear housing can be positioned at every 90 degrees.</li>
</ul>","<ul>
 	<li>Outstanding durability with Anti-restart function.</li>
 	<li>Increased heat resistance.</li>
 	<li>Superior anti-dust structure.</li>
 	<li>Machined bevel gear for strength.</li>
 	<li>Gear housing can be positioned at every 90 degrees.</li>
</ul>",Published,,0,2023-07-25 15:00:29,1,open,,,,no,no,,11500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-26.jpg ! alt :  ! title : 1 (26) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/makita-accessories-9inch-angle-grinder-230mm-2100w-angle-grinder-230mm-2100w/,1,,,,,,,,,,,,,,simple,,Grinders,,,,,,,,,,,,,
